image_id,true_label,pred_label,correct,confidence,entropy,difficulty
46,3,3,True,0.9998132586479188,0.0018108892254531,easy
47,9,8,False,0.9443982243537904,0.2214912623167038,easy
48,7,7,True,0.9999998807907104,1.5429682207468431e-06,easy
49,6,2,False,0.4277305006980896,1.0230294466018677,hard
50,9,9,True,0.9999959468841552,5.568314736592584e-05,easy
51,8,8,True,1.0,1.5345618109563475e-08,easy
52,0,0,True,0.8794519901275635,0.3688457608222961,medium
53,3,3,True,0.9403663873672484,0.2772562205791473,easy
54,8,8,True,1.0,8.989986489613133e-13,easy
55,8,8,True,1.0,7.139225877139664e-10,easy
56,7,7,True,0.9999998807907104,2.086970653181197e-06,easy
57,7,3,False,0.9866880774497986,0.0785278305411338,easy
58,4,5,False,0.615906834602356,0.6726402640342712,medium
59,6,3,False,0.9922448992729188,0.0519315861165523,easy
60,7,7,True,1.0,1.7392322027021123e-09,easy
61,3,5,False,0.9743829369544984,0.1222425177693367,easy
62,6,6,True,0.9997828602790833,0.0022637168876826,easy
63,3,3,True,0.999951720237732,0.0005316773313097,easy
64,6,6,True,0.9998592138290404,0.0014183364110067,easy
65,2,2,True,0.9997164607048036,0.002634584903717,easy
66,1,1,True,1.0,4.714165502406331e-09,easy
67,2,2,True,0.9999994039535522,9.283892723033205e-06,easy
68,3,3,True,0.9935085773468018,0.0426600985229015,easy
69,7,7,True,0.923011302947998,0.314601182937622,easy
70,2,2,True,0.9589513540267944,0.2160306125879287,easy
71,6,6,True,0.9999799728393556,0.0002372030285187,easy
72,8,8,True,1.0,1.6875373320957007e-10,easy
73,8,8,True,1.0,1.8133709811518628e-10,easy
74,0,0,True,0.8685598969459534,0.405043214559555,medium
75,2,2,True,1.0,9.779700604894971e-09,easy
76,9,9,True,0.9999998807907104,2.5667961836006725e-06,easy
77,3,3,True,0.9991902709007264,0.0070068836212158,easy
78,3,5,False,0.973961055278778,0.1207649260759353,easy
79,8,8,True,1.0,2.83190047412063e-07,easy
80,8,8,True,1.0,1.8663828882381495e-07,easy
81,1,1,True,0.8876387476921082,0.3514805734157562,medium
82,1,1,True,1.0,1.6682919694137321e-13,easy
83,7,7,True,0.999769389629364,0.0021852503996342,easy
84,2,2,True,0.9999004602432252,0.0010618699016049,easy
85,5,7,False,0.5255506634712219,0.693769097328186,hard
86,2,2,True,0.8907175064086914,0.353810966014862,medium
87,7,7,True,0.9978125095367432,0.0172919277101755,easy
88,8,8,True,1.0,1.358852808053257e-09,easy
89,9,9,True,1.0,4.3234827273863636e-08,easy
90,0,0,True,0.9999995231628418,7.013684808043763e-06,easy
91,3,3,True,0.9999631643295288,0.0004226496675983,easy
92,8,8,True,1.0,9.318011458793135e-16,easy
93,6,6,True,1.0,5.098051474305976e-07,easy
94,4,4,True,0.9999393224716188,0.0006496272981166,easy
95,6,3,False,0.9996731281280518,0.00296400510706,easy
96,6,6,True,0.5254995822906494,0.6918667554855347,hard
97,0,0,True,0.5696656703948975,0.6918505430221558,hard
98,0,0,True,0.9999998807907104,1.960396502909134e-06,easy
99,7,7,True,0.9999691247940063,0.0003592580906115,easy
100,4,4,True,0.9703953862190248,0.1336911022663116,easy
101,5,5,True,0.9802175760269164,0.1147051826119422,easy
102,6,6,True,1.0,2.6018218690637696e-09,easy
103,3,3,True,0.9997590184211732,0.0022490776609629,easy
104,1,1,True,1.0,1.156210700500689e-19,easy
105,1,1,True,1.0,1.1682714518013168e-10,easy
106,3,3,True,0.9999746084213256,0.000299872161122,easy
107,6,6,True,1.0,5.645182099556223e-09,easy
108,8,8,True,1.0,6.478779823737568e-08,easy
109,7,7,True,0.9929794669151306,0.044350367039442,easy
110,4,4,True,0.9999997615814208,4.022333996545058e-06,easy
111,0,0,True,0.9999996423721312,5.479667379404418e-06,easy
112,6,2,False,0.6561164259910583,0.6738370656967163,medium
113,2,2,True,0.9999998807907104,2.0786485492863e-06,easy
114,1,1,True,1.0,3.900115075339272e-07,easy
115,3,3,True,0.9999995231628418,8.148377673933282e-06,easy
116,0,0,True,0.9999430179595948,0.0006144955405034,easy
117,4,4,True,0.999997615814209,3.321284748381004e-05,easy
118,2,2,True,0.7009502053260803,0.7520977258682251,medium
119,7,2,False,0.8731328248977661,0.5227764844894409,medium
120,8,8,True,1.0,8.726195943609127e-08,easy
121,3,3,True,0.9899683594703674,0.0640007257461547,easy
122,1,1,True,1.0,1.0289450402822806e-09,easy
123,2,2,True,1.0,6.711102229495224e-10,easy
124,8,8,True,0.9999971389770508,4.071853254572488e-05,easy
125,0,8,False,0.997794508934021,0.0173531845211982,easy
126,8,8,True,0.999998927116394,1.693846206762828e-05,easy
127,3,3,True,0.9997889399528505,0.0022185817360877,easy
128,5,3,False,0.604714572429657,0.9478928446769714,medium
129,2,2,True,1.0,5.1250673038794055e-08,easy
130,4,4,True,0.9601150751113892,0.1676615476608276,easy
131,1,1,True,1.0,4.059407881258072e-18,easy
132,8,8,True,1.0,6.6504646234477605e-09,easy
133,9,9,True,1.0,4.2766998276100305e-10,easy
134,1,1,True,0.9999994039535522,1.0474369446455968e-05,easy
135,2,2,True,0.999996781349182,4.630528201232664e-05,easy
136,9,9,True,1.0,8.076735946715984e-10,easy
137,7,7,True,0.999740183353424,0.0024515490513294,easy
138,2,2,True,0.9999784231185912,0.0002635899872984,easy
139,9,8,False,0.649530291557312,0.6594465970993042,medium
140,6,6,True,0.997597634792328,0.0168894827365875,easy
141,5,5,True,1.0,1.573203256555189e-08,easy
142,6,6,True,1.0,9.787110855086213e-08,easy
143,3,3,True,0.8577563166618347,0.4095985889434814,medium
144,8,8,True,1.0,5.387596857531207e-08,easy
145,7,4,False,0.773125946521759,0.7194716334342957,medium
146,6,6,True,1.0,3.3494575291115325e-07,easy
147,2,5,False,0.8434756994247437,0.440175712108612,medium
148,5,5,True,0.9999501705169678,0.000573657976929,easy
149,2,2,True,0.9999948740005492,7.186519360402599e-05,easy
150,8,8,True,0.999991774559021,0.0001107317730202,easy
151,9,9,True,0.9955469369888306,0.0303468089550733,easy
152,6,6,True,0.9431341886520386,0.2332766056060791,easy
153,0,0,True,1.0,2.4623130912004854e-07,easy
154,0,0,True,0.9991583824157716,0.0074642729014158,easy
155,5,5,True,0.9999303817749025,0.0007364614866673,easy
156,2,2,True,0.9915220737457277,0.0489023551344871,easy
157,9,9,True,1.0,6.726903478693201e-10,easy
158,5,3,False,0.9560536742210388,0.1819548904895782,easy
159,4,4,True,1.0,1.1860880387657563e-14,easy
160,2,2,True,0.9997506737709044,0.0023778541944921,easy
161,1,1,True,1.0,2.2702391078155412e-08,easy
162,6,3,False,0.9999502897262572,0.0005735278828069,easy
163,6,6,True,0.9999998807907104,1.988896883631241e-06,easy
164,8,8,True,0.9950447082519532,0.0315815508365631,easy
165,4,4,True,0.9208287596702576,0.2884696125984192,easy
166,8,8,True,1.0,8.097639465631801e-07,easy
167,4,4,True,0.9999110698699952,0.0009781598346307,easy
168,5,5,True,1.0,6.415466491382914e-10,easy
169,0,0,True,0.9678667783737184,0.1461945474147796,easy
170,9,9,True,1.0,6.189523893418425e-10,easy
171,9,6,False,0.926533579826355,0.2651175558567047,easy
172,9,9,True,0.9999998807907104,2.10671964850917e-06,easy
173,8,8,True,0.9984819293022156,0.0113879907876253,easy
174,9,9,True,1.0,3.336828910960321e-07,easy
175,9,9,True,1.0,3.196059953150532e-12,easy
176,3,3,True,0.9999475479125975,0.0005932353669777,easy
177,7,7,True,0.999997615814209,3.415789979044348e-05,easy
178,5,5,True,0.943050503730774,0.2185090035200119,easy
179,0,0,True,1.0,3.7893565263402717e-07,easy
180,0,0,True,0.959482729434967,0.1695979982614517,easy
181,5,5,True,1.0,4.33115694420394e-08,easy
182,2,2,True,1.0,1.388905102039928e-10,easy
183,2,2,True,0.9995885491371156,0.0039490577764809,easy
184,3,3,True,0.9999855756759644,0.0001772072719177,easy
185,8,8,True,1.0,1.214152245410105e-08,easy
186,6,6,True,0.999990463256836,0.0001197387537104,easy
187,3,3,True,0.9999995231628418,8.317846550198738e-06,easy
188,4,3,False,0.6530320644378662,0.7247928380966187,medium
189,0,8,False,0.9829907417297364,0.1059675365686416,easy
190,5,5,True,0.9975454211235046,0.017204038798809,easy
191,8,8,True,0.9999997615814208,3.5678117455972824e-06,easy
192,0,0,True,0.8790841102600098,0.373020201921463,medium
193,1,1,True,0.9999997615814208,4.977918251825031e-06,easy
194,7,7,True,0.9970080256462096,0.0203790422528982,easy
195,2,2,True,0.9336641430854796,0.2502094805240631,easy
196,8,8,True,0.9999996423721312,6.293068054219475e-06,easy
197,8,8,True,0.9999220371246338,0.000927718821913,easy
198,7,3,False,0.6594868302345276,0.8761931657791138,medium
199,8,8,True,1.0,2.7880686648273917e-10,easy
200,5,5,True,0.9949744939804076,0.0316144302487373,easy
201,1,1,True,0.9999997615814208,4.167914994468447e-06,easy
202,8,8,True,1.0,5.0192780487456894e-11,easy
203,7,7,True,0.9999992847442628,1.0760283657873517e-05,easy
204,1,1,True,1.0,1.2727793645417318e-11,easy
205,3,3,True,0.9999977350234984,3.133916834485717e-05,easy
206,0,0,True,0.999403953552246,0.0053843106143176,easy
207,5,5,True,1.0,1.8730224038421284e-09,easy
208,7,7,True,1.0,3.403296253753213e-13,easy
209,9,9,True,1.0,2.794536158035044e-07,easy
210,7,4,False,0.999189794063568,0.0072441427037119,easy
211,4,4,True,0.9927762746810912,0.0449072644114494,easy
212,5,5,True,0.9999966621398926,4.579461892717518e-05,easy
213,9,9,True,0.5177041888237,0.6965379118919373,hard
214,8,8,True,0.9993495345115662,0.0055770347826182,easy
215,0,0,True,0.9922786951065063,0.0452810637652874,easy
216,7,7,True,0.9999986886978148,2.0079471141798425e-05,easy
217,9,9,True,1.0,5.05558602981182e-07,easy
218,8,8,True,1.0,4.88106422835699e-07,easy
219,2,2,True,1.0,1.8105210131125204e-07,easy
220,7,5,False,0.9827802181243896,0.0871103107929229,easy
221,6,5,False,0.755404531955719,0.6640646457672119,medium
222,9,9,True,1.0,6.319423873080153e-10,easy
223,4,4,True,0.966669499874115,0.178925558924675,easy
224,3,3,True,0.9671963453292848,0.1446492224931717,easy
225,9,9,True,0.9996708631515504,0.0029691893141716,easy
226,6,0,False,0.7179177403450012,0.9001440405845642,medium
227,4,4,True,1.0,1.094306676524548e-11,easy
228,7,3,False,0.84914231300354,0.4278436005115509,medium
229,6,2,False,0.575208306312561,0.7197148203849792,hard
230,5,5,True,1.0,8.415345753576275e-09,easy
231,1,1,True,1.0,8.01890220891721e-11,easy
232,5,5,True,0.9833389520645142,0.0857680812478065,easy
233,8,8,True,0.9999788999557496,0.0002495146763976,easy
234,8,8,True,0.9999997615814208,4.467755388759542e-06,easy
235,0,0,True,1.0,8.296270571570008e-13,easy
236,4,4,True,1.0,1.976366981182309e-08,easy
237,0,2,False,0.9290500283241272,0.3461547195911407,easy
238,5,5,True,0.999147891998291,0.0068763061426579,easy
239,5,5,True,0.9999982118606568,2.520341513445601e-05,easy
240,1,1,True,1.0,1.9618825814875493e-20,easy
241,1,1,True,1.0,1.5948228293538591e-09,easy
242,8,1,False,0.5459030866622925,0.6893064975738525,hard
243,9,9,True,0.999994158744812,7.607175939483568e-05,easy
244,0,0,True,1.0,3.7207655623205944e-08,easy
245,3,3,True,0.9999899864196776,0.0001368589873891,easy
246,1,1,True,1.0,2.9543739676896047e-10,easy
247,9,8,False,0.9453911781311036,0.2129953503608703,easy
248,2,2,True,0.999995231628418,6.724081322317943e-05,easy
249,2,2,True,0.8776768445968628,0.375755250453949,medium
250,5,5,True,1.0,1.7407789099088686e-10,easy
251,3,3,True,0.9998674392700196,0.0014075520448386,easy
252,9,9,True,1.0,2.82038802035256e-12,easy
253,9,9,True,0.9999945163726808,7.273138908203691e-05,easy
254,4,4,True,0.9981922507286072,0.0136566311120986,easy
255,0,0,True,0.9994111061096193,0.0056499685160815,easy
256,3,3,True,1.0,1.6328421281741615e-07,easy
257,0,0,True,1.0,5.31861026331626e-08,easy
258,0,0,True,0.9960187077522278,0.0268763527274131,easy
259,9,9,True,0.9491694569587708,0.2012586593627929,easy
260,8,8,True,1.0,2.0830191738152596e-11,easy
261,1,1,True,1.0,3.818803406829829e-08,easy
262,5,5,True,0.9989033937454224,0.0085773766040802,easy
263,7,3,False,0.9532986879348756,0.1887752115726471,easy
264,0,8,False,0.8667460083961487,0.3929593563079834,medium
265,8,8,True,0.9905992150306702,0.0545856580138206,easy
266,2,2,True,0.9991925358772278,0.0070618530735373,easy
267,4,4,True,1.0,1.1643770149449839e-11,easy
268,7,7,True,1.0,3.717927007929056e-11,easy
269,0,0,True,0.9998082518577576,0.0019685649313032,easy
270,2,2,True,0.998130977153778,0.0136248972266912,easy
271,3,3,True,0.995488941669464,0.0288699939846992,easy
272,6,6,True,1.0,1.0643613990168888e-08,easy
273,3,3,True,0.9684863090515136,0.1445470750331878,easy
274,8,8,True,1.0,6.166620165892756e-12,easy
275,5,3,False,0.7938864231109619,0.5101177096366882,medium
276,0,0,True,0.9999938011169434,8.142772276187316e-05,easy
277,3,5,False,0.9976099729537964,0.01846544444561,easy
278,4,4,True,0.9996572732925416,0.0033113742247223,easy
279,3,3,True,0.9999730587005616,0.0003369046607986,easy
280,9,9,True,1.0,3.5334637438211303e-09,easy
281,0,8,False,0.6226752400398254,0.9331049919128418,medium
282,6,6,True,0.9999994039535522,9.638624760555103e-06,easy
283,1,1,True,1.0,2.7467226410005097e-11,easy
284,0,0,True,0.9947407841682434,0.0385744571685791,easy
285,9,9,True,1.0,1.2899606383065532e-10,easy
286,1,1,True,1.0,9.497165365246474e-07,easy
287,0,8,False,0.6744658350944519,0.6401776671409607,medium
288,7,7,True,0.9999938011169434,8.185188926290721e-05,easy
289,9,9,True,0.9999433755874634,0.000656995747704,easy
290,1,1,True,1.0,1.1152240155659632e-12,easy
291,2,2,True,1.0,2.372162413166734e-07,easy
292,6,6,True,0.9999996423721312,4.898000042885542e-06,easy
293,9,1,False,0.9366458654403688,0.2361921370029449,easy
294,3,3,True,0.9998599290847778,0.0013825233327224,easy
295,4,4,True,0.989767849445343,0.0570655241608619,easy
296,6,6,True,1.0,5.272057790328687e-10,easy
297,0,0,True,0.999902367591858,0.0010657479288056,easy
298,0,0,True,0.9977995753288268,0.0156921744346618,easy
299,6,6,True,0.9999977350234984,3.22561536449939e-05,easy
300,6,6,True,0.9999970197677612,4.1293682443210855e-05,easy
301,6,6,True,1.0,2.4002197562822406e-08,easy
302,3,5,False,0.9961146116256714,0.0261617582291364,easy
303,2,2,True,0.9999879598617554,0.0001489516289439,easy
304,6,6,True,0.9209231734275818,0.2774518132209778,easy
305,1,1,True,0.9999115467071532,0.000987438368611,easy
306,8,8,True,0.9999908208847046,0.0001238364638993,easy
307,2,2,True,0.9999823570251464,0.0002279529726365,easy
308,1,1,True,0.969372808933258,0.1369155943393707,easy
309,6,2,False,0.7907499670982361,0.6458523869514465,medium
310,8,8,True,0.9999971389770508,4.143995101912879e-05,easy
311,6,6,True,1.0,7.691489112282568e-11,easy
312,8,8,True,0.7783302068710327,0.5300413966178894,medium
313,0,2,False,0.7870498299598694,0.5242138504981995,medium
314,4,4,True,0.9998589754104614,0.0015159988543018,easy
315,0,0,True,0.988069236278534,0.0647080838680267,easy
316,7,7,True,0.9999833106994628,0.0002025542780756,easy
317,7,7,True,0.9995808005332948,0.003679898334667,easy
318,5,5,True,0.9997501969337464,0.0024001381825655,easy
319,5,5,True,0.9999998807907104,1.6608405530860182e-06,easy
320,3,3,True,0.997401475906372,0.0180803164839744,easy
321,5,5,True,0.9989700317382812,0.0082187475636601,easy
322,2,2,True,0.9999990463256836,1.4780178389628418e-05,easy
323,3,3,True,0.9972975850105286,0.0188396554440259,easy
324,4,4,True,0.7904976010322571,0.5186496376991272,medium
325,1,1,True,1.0,5.883496783098963e-07,easy
326,7,7,True,0.9999927282333374,9.355395013699308e-05,easy
327,5,5,True,0.9999899864196776,0.0001249220804311,easy
328,4,4,True,0.9999316930770874,0.000726115249563,easy
329,6,6,True,0.999906063079834,0.0009695857879705,easy
330,1,1,True,1.0,2.218218853045073e-08,easy
331,9,9,True,0.9972584247589112,0.0191557761281728,easy
332,3,3,True,0.9067158102989196,0.3155157268047333,easy
333,6,6,True,1.0,1.7202886793028785e-13,easy
334,6,6,True,1.0,9.306286408161668e-09,easy
335,9,9,True,0.9987819790840148,0.0093918908387422,easy
336,3,3,True,1.0,1.04561255487301e-11,easy
337,8,8,True,0.9999990463256836,1.671472091402393e-05,easy
338,0,0,True,0.9974072575569152,0.0180831849575042,easy
339,7,7,True,0.90225088596344,0.3238048553466797,easy
340,2,2,True,0.9969225525856018,0.0235319826751947,easy
341,6,6,True,0.9997103810310364,0.0030013145878911,easy
342,2,0,False,0.9640098214149476,0.1558160632848739,easy
343,5,5,True,1.0,5.996681124997849e-07,easy
344,8,8,True,0.9999778270721436,0.0002602029417175,easy
345,5,5,True,0.999669313430786,0.0029809775296598,easy
346,4,4,True,0.999942660331726,0.0006214853492565,easy
347,6,6,True,1.0,4.413552403548238e-07,easy
348,8,8,True,0.9999728202819824,0.0003129232791252,easy
349,9,9,True,1.0,2.725502289135928e-11,easy
350,9,9,True,1.0,3.9975411869619386e-11,easy
351,1,1,True,0.9999998807907104,2.880525926229893e-06,easy
352,0,8,False,0.9998449087142944,0.0015183431096374,easy
353,2,2,True,1.0,1.5017194243682752e-07,easy
354,2,2,True,0.97649347782135,0.1131165772676467,easy
355,7,4,False,0.9996469020843506,0.0035616555251181,easy
356,3,5,False,0.9390931129455566,0.3031434714794159,easy
357,2,2,True,0.983700692653656,0.0955066531896591,easy
358,8,8,True,0.9999985694885254,2.14246229006676e-05,easy
359,0,0,True,1.0,3.4940761395318987e-08,easy
360,9,9,True,1.0,1.1747649963922413e-08,easy
361,5,5,True,1.0,1.0632623670403516e-09,easy
362,8,8,True,1.0,2.1274926265135718e-10,easy
363,1,1,True,0.999916672706604,0.0008898787782527,easy
364,9,9,True,1.0,1.0569267772098101e-07,easy
365,4,4,True,0.9999995231628418,7.757705134281423e-06,easy
366,1,1,True,0.9999938011169434,8.085018635028973e-05,easy
367,3,8,False,0.8288079500198364,0.57548588514328,medium
368,8,8,True,0.998982846736908,0.0085160247981548,easy
369,1,1,True,0.9999998807907104,1.7757736259227386e-06,easy
370,4,2,False,0.5230569243431091,0.8583155274391174,hard
371,7,7,True,0.9999990463256836,1.4855499102850445e-05,easy
372,9,9,True,0.9999791383743286,0.0002535964886192,easy
373,4,4,True,0.9065442085266112,0.3553142845630646,easy
374,2,2,True,1.0,5.09301855800004e-07,easy
375,7,7,True,0.9951626062393188,0.0306280646473169,easy
376,0,3,False,0.932431936264038,0.2722314298152923,easy
377,7,7,True,0.9999456405639648,0.000609909533523,easy
378,0,8,False,0.9961659908294678,0.0272962488234043,easy
379,6,6,True,1.0,3.1156972113421944e-08,easy
380,6,6,True,1.0,2.9493196507246466e-07,easy
381,9,9,True,0.997467875480652,0.0176817774772644,easy
382,0,0,True,0.9999998807907104,1.1444731171650346e-06,easy
383,9,9,True,0.4752253890037536,1.0212739706039429,hard
384,2,5,False,0.9913504123687744,0.0496997870504856,easy
385,8,8,True,0.9999990463256836,1.3639654753205832e-05,easy
386,7,7,True,0.9999996423721312,6.373325049935374e-06,easy
387,2,2,True,0.9949603080749512,0.031752310693264,easy
388,2,2,True,0.999068796634674,0.0074303918518126,easy
389,5,5,True,0.9999942779541016,7.525696128141135e-05,easy
390,1,1,True,1.0,4.515532912863218e-13,easy
391,2,2,True,1.0,1.4433381601008932e-08,easy
392,6,6,True,1.0,2.477001999068307e-07,easy
393,2,2,True,0.9993988275527954,0.0050857989117503,easy
394,9,9,True,0.9982402324676514,0.0131912985816597,easy
395,6,6,True,1.0,3.0623830138409854e-09,easy
396,2,2,True,0.9999996423721312,5.9194417190155946e-06,easy
397,3,3,True,0.9999997615814208,4.819500190933468e-06,easy
398,0,0,True,0.9952242374420166,0.0366306565701961,easy
399,3,3,True,0.9999998807907104,2.335693352506496e-06,easy
400,9,9,True,0.9992743134498596,0.0060943602584302,easy
401,8,8,True,0.9990642666816713,0.007461130619049,easy
402,7,7,True,0.9996594190597534,0.0032927519641816,easy
403,8,8,True,0.9999806880950928,0.0002325056702829,easy
404,8,8,True,1.0,3.449931682553143e-07,easy
405,4,4,True,0.9319338798522948,0.2911324799060821,easy
406,0,0,True,1.0,2.7271124736216734e-07,easy
407,1,1,True,0.999958634376526,0.000459922972368,easy
408,8,8,True,1.0,6.908548844108964e-09,easy
409,2,2,True,0.9999783039093018,0.0002700790064409,easy
410,7,7,True,0.9995299577713012,0.0040888083167374,easy
411,9,8,False,0.7473291754722595,0.5733107328414917,medium
412,3,3,True,0.9987340569496156,0.0107942409813404,easy
413,6,6,True,0.999740183353424,0.0024048555642366,easy
414,1,1,True,1.0,3.972961053477775e-07,easy
415,9,9,True,1.0,3.067943011741031e-16,easy
416,0,0,True,0.7884290814399719,0.5584219098091125,medium
417,7,7,True,0.919988214969635,0.3062454462051391,easy
418,3,3,True,0.9920725226402284,0.0466768220067024,easy
419,7,7,True,0.9721243977546692,0.1272881776094436,easy
420,4,4,True,0.9994511008262634,0.0046892273239791,easy
421,5,5,True,0.9997648596763612,0.002200067974627,easy
422,0,0,True,0.8640596270561218,0.3975251317024231,medium
423,0,0,True,0.9979669451713562,0.0168148782104253,easy
424,2,2,True,1.0,1.518623236052008e-07,easy
425,9,9,True,1.0,6.443399769295867e-08,easy
426,3,6,False,0.7227109670639038,0.5976094603538513,medium
427,4,3,False,0.599568784236908,0.9121355414390564,hard
428,0,8,False,0.786293625831604,0.6857961416244507,medium
429,6,6,True,0.999993085861206,9.133756248047575e-05,easy
430,2,2,True,0.9956772923469543,0.0298564825206995,easy
431,5,5,True,0.9999974966049194,3.471706077107228e-05,easy
432,3,3,True,0.9943004846572876,0.0351351611316204,easy
433,7,0,False,0.5472415089607239,0.9726123809814452,hard
434,3,3,True,0.9999207258224488,0.0008909229654818,easy
435,7,7,True,1.0,6.184092882222103e-08,easy
436,2,2,True,0.5301939845085144,0.7582535147666931,hard
437,5,5,True,0.9999911785125732,0.0001119209046009,easy
438,3,3,True,0.9994657635688782,0.0045596417039632,easy
439,1,1,True,0.9992871880531312,0.0058779157698154,easy
440,1,1,True,1.0,1.193808506910754e-11,easy
441,4,7,False,0.9247782230377196,0.3518345952033996,easy
442,9,9,True,1.0,1.1236083474774372e-14,easy
443,9,9,True,0.9999997615814208,4.4630000957113225e-06,easy
444,5,5,True,0.9999662637710572,0.0003826462489087,easy
445,7,7,True,0.9982140064239502,0.0136254988610744,easy
446,5,5,True,0.999997854232788,3.157794708386064e-05,easy
447,0,0,True,0.9998438358306884,0.0015301326056942,easy
448,2,2,True,0.9997616410255432,0.0024293803144246,easy
449,2,0,False,0.9853146076202391,0.0769404619932174,easy
450,2,2,True,0.999616265296936,0.0038093687035143,easy
451,9,9,True,0.9999791383743286,0.0002620970190037,easy
452,7,7,True,0.9997454285621644,0.0024687945842742,easy
453,3,3,True,0.9990617632865906,0.0082933558151125,easy
454,9,9,True,1.0,1.3691111355740304e-08,easy
455,4,4,True,0.9988473653793336,0.0089503908529877,easy
456,3,4,False,0.9988021850585938,0.0094938213005661,easy
457,5,5,True,0.999930500984192,0.0007499839412048,easy
458,4,4,True,0.984993815422058,0.0827895328402519,easy
459,6,2,False,0.8660005927085876,0.3970873951911926,medium
460,5,5,True,1.0,1.1557198253964174e-10,easy
461,6,6,True,0.9998867511749268,0.0012128957314416,easy
462,1,1,True,0.9998840093612672,0.0011835453333333,easy
463,4,4,True,0.9021178483963012,0.3784018754959106,easy
464,3,3,True,0.9814498424530028,0.1076370924711227,easy
465,4,4,True,0.9998600482940674,0.0014245370402932,easy
466,4,4,True,0.9999998807907104,2.027952859862125e-06,easy
467,3,3,True,1.0,6.415009323745835e-08,easy
468,7,5,False,0.837314784526825,0.5503023266792297,medium
469,8,8,True,0.9992128610610962,0.0074491747654974,easy
470,3,4,False,0.8908595442771912,0.3561235666275024,medium
471,7,7,True,0.9995253086090088,0.0044330516830086,easy
472,8,8,True,1.0,4.1325799661658114e-13,easy
473,0,0,True,0.9999468326568604,0.0005783489323221,easy
474,5,5,True,0.5716519951820374,0.8059334754943848,hard
475,7,7,True,0.9999842643737792,0.0001963716058526,easy
476,6,5,False,0.7993524074554443,0.5018458366394043,medium
477,0,0,True,0.9120858907699584,0.363672137260437,easy
478,5,5,True,0.9972763657569884,0.0188360903412103,easy
479,4,4,True,0.999981164932251,0.000224198505748,easy
480,8,8,True,0.9744465351104736,0.1189977601170539,easy
481,6,6,True,1.0,8.066170995024713e-12,easy
482,8,8,True,1.0,4.853810131599801e-10,easy
483,5,3,False,0.9039629697799684,0.3284808397293091,easy
484,5,5,True,1.0,7.8094135325113e-11,easy
485,9,9,True,0.7331721782684326,0.5809569954872131,medium
486,9,9,True,1.0,3.5981488899494703e-09,easy
487,9,9,True,1.0,2.6958275022026523e-12,easy
488,5,5,True,0.7636268138885498,0.5664423108100891,medium
489,0,0,True,0.9999984502792358,2.3692442482570183e-05,easy
