relative_path,synset,label,source_index,split
train/21305,0,0,21305,train
train/31004,0,0,31004,train
train/2804,0,0,2804,train
train/4940,0,0,4940,train
train/22317,0,0,22317,train
train/34944,0,0,34944,train
train/18605,0,0,18605,train
train/44500,0,0,44500,train
train/42931,0,0,42931,train
train/33867,0,0,33867,train
train/46486,0,0,46486,train
train/49018,0,0,49018,train
train/20523,0,0,20523,train
train/15097,0,0,15097,train
train/35147,0,0,35147,train
train/33419,0,0,33419,train
train/24791,0,0,24791,train
train/26045,0,0,26045,train
train/39153,0,0,39153,train
train/23096,0,0,23096,train
train/42517,0,0,42517,train
train/11356,0,0,11356,train
train/1166,0,0,1166,train
train/42301,0,0,42301,train
train/10617,0,0,10617,train
train/20035,0,0,20035,train
train/3859,0,0,3859,train
train/34758,0,0,34758,train
train/34002,0,0,34002,train
train/4991,0,0,4991,train
train/13801,0,0,13801,train
train/3549,0,0,3549,train
train/25190,0,0,25190,train
train/37872,0,0,37872,train
train/13030,0,0,13030,train
train/41745,0,0,41745,train
train/39530,0,0,39530,train
train/13223,0,0,13223,train
train/40485,0,0,40485,train
train/12393,0,0,12393,train
train/35509,0,0,35509,train
train/33268,0,0,33268,train
train/2882,0,0,2882,train
train/22129,0,0,22129,train
train/48246,0,0,48246,train
train/41772,0,0,41772,train
train/11912,0,0,11912,train
train/35603,0,0,35603,train
train/38499,0,0,38499,train
train/33654,0,0,33654,train
train/19749,0,0,19749,train
train/30440,0,0,30440,train
train/41932,0,0,41932,train
train/9385,0,0,9385,train
train/8759,0,0,8759,train
train/44484,0,0,44484,train
train/35182,0,0,35182,train
train/22271,0,0,22271,train
train/41118,0,0,41118,train
train/34949,0,0,34949,train
train/7573,0,0,7573,train
train/46613,0,0,46613,train
train/2287,0,0,2287,train
train/4543,0,0,4543,train
train/31284,0,0,31284,train
train/29338,0,0,29338,train
train/10115,0,0,10115,train
train/4967,0,0,4967,train
train/9464,0,0,9464,train
train/28665,0,0,28665,train
train/5642,0,0,5642,train
train/20758,0,0,20758,train
train/18231,0,0,18231,train
train/6929,0,0,6929,train
train/44616,0,0,44616,train
train/6015,0,0,6015,train
train/48109,0,0,48109,train
train/6518,0,0,6518,train
train/5873,0,0,5873,train
train/41609,0,0,41609,train
train/14807,0,0,14807,train
train/25191,0,0,25191,train
train/20015,0,0,20015,train
train/39650,0,0,39650,train
train/3962,0,0,3962,train
train/14325,0,0,14325,train
train/30429,0,0,30429,train
train/26571,0,0,26571,train
train/3114,0,0,3114,train
train/16497,0,0,16497,train
train/45445,0,0,45445,train
train/43289,0,0,43289,train
train/28402,0,0,28402,train
train/46876,0,0,46876,train
train/31970,0,0,31970,train
train/23398,0,0,23398,train
train/41971,0,0,41971,train
train/12265,0,0,12265,train
train/47693,0,0,47693,train
train/14948,0,0,14948,train
train/33558,0,0,33558,train
train/34448,0,0,34448,train
train/42972,0,0,42972,train
train/8444,0,0,8444,train
train/11772,0,0,11772,train
train/46367,0,0,46367,train
train/39201,0,0,39201,train
train/7998,0,0,7998,train
train/36606,0,0,36606,train
train/25810,0,0,25810,train
train/33573,0,0,33573,train
train/16903,0,0,16903,train
train/2513,0,0,2513,train
train/49513,0,0,49513,train
train/32873,0,0,32873,train
train/33148,0,0,33148,train
train/7801,0,0,7801,train
train/44668,0,0,44668,train
train/45233,0,0,45233,train
train/22109,0,0,22109,train
train/7299,0,0,7299,train
train/5210,0,0,5210,train
train/43037,0,0,43037,train
train/19173,0,0,19173,train
train/7251,0,0,7251,train
train/29364,0,0,29364,train
train/25016,0,0,25016,train
train/12344,0,0,12344,train
train/11554,0,0,11554,train
train/35662,0,0,35662,train
train/39863,0,0,39863,train
train/30914,0,0,30914,train
train/43363,0,0,43363,train
train/24367,0,0,24367,train
train/26416,0,0,26416,train
train/44074,0,0,44074,train
train/8099,0,0,8099,train
train/28699,0,0,28699,train
train/27502,0,0,27502,train
train/17200,0,0,17200,train
train/36627,0,0,36627,train
train/43504,0,0,43504,train
train/17093,0,0,17093,train
train/48939,0,0,48939,train
train/45106,0,0,45106,train
train/42883,0,0,42883,train
train/25070,0,0,25070,train
train/12807,0,0,12807,train
train/27522,0,0,27522,train
train/24051,0,0,24051,train
train/31435,0,0,31435,train
train/17453,0,0,17453,train
train/9435,0,0,9435,train
train/18133,0,0,18133,train
train/31098,0,0,31098,train
train/28716,0,0,28716,train
train/34989,0,0,34989,train
train/6374,0,0,6374,train
train/33767,0,0,33767,train
train/37371,0,0,37371,train
train/38791,0,0,38791,train
train/8925,0,0,8925,train
train/7599,0,0,7599,train
train/49761,0,0,49761,train
train/16840,0,0,16840,train
train/17762,0,0,17762,train
train/42786,0,0,42786,train
train/4861,0,0,4861,train
train/6396,0,0,6396,train
train/29219,0,0,29219,train
train/11783,0,0,11783,train
train/38003,0,0,38003,train
train/30730,0,0,30730,train
train/1012,0,0,1012,train
train/4726,0,0,4726,train
train/698,0,0,698,train
train/21105,0,0,21105,train
train/735,0,0,735,train
train/27639,0,0,27639,train
train/28724,0,0,28724,train
train/32090,0,0,32090,train
train/45102,0,0,45102,train
train/15240,0,0,15240,train
train/23566,0,0,23566,train
train/40556,0,0,40556,train
train/9281,0,0,9281,train
train/33160,0,0,33160,train
train/10301,0,0,10301,train
train/38431,0,0,38431,train
train/35546,0,0,35546,train
train/25244,0,0,25244,train
train/36415,0,0,36415,train
train/32670,0,0,32670,train
train/24581,0,0,24581,train
train/22194,0,0,22194,train
train/16752,0,0,16752,train
train/43454,0,0,43454,train
train/4411,0,0,4411,train
train/7396,0,0,7396,train
train/26599,0,0,26599,train
train/20924,0,0,20924,train
train/35039,0,0,35039,train
train/41490,0,0,41490,train
train/24639,0,0,24639,train
train/3277,0,0,3277,train
train/48560,0,0,48560,train
train/7808,0,0,7808,train
train/42804,0,0,42804,train
train/35528,0,0,35528,train
train/44975,0,0,44975,train
train/48643,0,0,48643,train
train/34627,0,0,34627,train
train/3136,0,0,3136,train
train/39056,0,0,39056,train
train/407,0,0,407,train
train/23462,0,0,23462,train
train/19210,0,0,19210,train
train/1144,0,0,1144,train
train/1434,0,0,1434,train
train/8083,0,0,8083,train
train/10043,0,0,10043,train
train/1701,0,0,1701,train
train/16677,0,0,16677,train
train/18857,0,0,18857,train
train/7511,0,0,7511,train
train/38943,0,0,38943,train
train/36858,0,0,36858,train
train/29655,0,0,29655,train
train/5883,0,0,5883,train
train/1306,0,0,1306,train
train/3329,0,0,3329,train
train/12178,0,0,12178,train
train/34547,0,0,34547,train
train/38326,0,0,38326,train
train/13051,0,0,13051,train
train/19878,0,0,19878,train
train/13835,0,0,13835,train
train/10990,0,0,10990,train
train/26286,0,0,26286,train
train/7347,0,0,7347,train
train/44946,0,0,44946,train
train/24395,0,0,24395,train
train/20831,0,0,20831,train
train/4559,0,0,4559,train
train/37279,0,0,37279,train
train/22773,0,0,22773,train
train/13613,0,0,13613,train
train/18659,0,0,18659,train
train/32934,0,0,32934,train
train/38285,0,0,38285,train
train/11642,0,0,11642,train
train/4537,0,0,4537,train
train/31144,0,0,31144,train
train/35414,0,0,35414,train
train/35685,0,0,35685,train
train/23746,0,0,23746,train
train/37041,0,0,37041,train
train/15959,0,0,15959,train
train/28675,0,0,28675,train
train/21217,0,0,21217,train
train/15318,0,0,15318,train
train/24750,0,0,24750,train
train/12757,0,0,12757,train
train/11276,0,0,11276,train
train/18215,0,0,18215,train
train/9384,0,0,9384,train
train/23659,0,0,23659,train
train/31459,0,0,31459,train
train/9985,0,0,9985,train
train/15542,0,0,15542,train
train/43045,0,0,43045,train
train/5530,0,0,5530,train
train/38963,0,0,38963,train
train/30141,0,0,30141,train
train/11775,0,0,11775,train
train/38335,0,0,38335,train
train/36955,0,0,36955,train
train/7320,0,0,7320,train
train/28449,0,0,28449,train
train/927,0,0,927,train
train/45089,0,0,45089,train
train/19282,0,0,19282,train
train/40343,0,0,40343,train
train/43783,0,0,43783,train
train/39606,0,0,39606,train
train/33975,0,0,33975,train
train/4717,0,0,4717,train
train/45656,0,0,45656,train
train/31127,0,0,31127,train
train/4816,0,0,4816,train
train/49,0,0,49,train
train/49517,0,0,49517,train
train/14487,0,0,14487,train
train/2010,0,0,2010,train
train/42722,0,0,42722,train
train/41036,0,0,41036,train
train/2780,0,0,2780,train
train/23999,0,0,23999,train
train/43639,0,0,43639,train
train/20257,0,0,20257,train
train/16235,0,0,16235,train
train/43740,0,0,43740,train
train/13497,0,0,13497,train
train/18680,0,0,18680,train
train/27686,0,0,27686,train
train/48978,0,0,48978,train
train/49050,0,0,49050,train
train/14190,0,0,14190,train
train/25251,0,0,25251,train
train/32263,0,0,32263,train
train/31837,0,0,31837,train
train/17829,0,0,17829,train
train/1560,0,0,1560,train
train/35855,0,0,35855,train
train/28009,0,0,28009,train
train/27855,0,0,27855,train
train/29057,0,0,29057,train
train/28636,0,0,28636,train
train/12922,0,0,12922,train
train/41235,0,0,41235,train
train/20584,0,0,20584,train
train/35782,0,0,35782,train
train/35761,0,0,35761,train
train/25712,0,0,25712,train
train/34234,0,0,34234,train
train/20910,0,0,20910,train
train/18657,0,0,18657,train
train/49004,0,0,49004,train
train/1211,0,0,1211,train
train/2964,0,0,2964,train
train/40355,0,0,40355,train
train/46680,0,0,46680,train
train/29518,0,0,29518,train
train/49656,0,0,49656,train
train/10010,0,0,10010,train
train/22164,0,0,22164,train
train/23851,0,0,23851,train
train/33750,0,0,33750,train
train/47557,0,0,47557,train
train/9905,0,0,9905,train
train/45393,0,0,45393,train
train/45190,0,0,45190,train
train/35403,0,0,35403,train
train/40679,0,0,40679,train
train/40590,0,0,40590,train
train/1607,0,0,1607,train
train/6919,0,0,6919,train
train/30929,0,0,30929,train
train/23194,0,0,23194,train
train/47093,0,0,47093,train
train/48847,0,0,48847,train
train/8753,0,0,8753,train
train/42952,0,0,42952,train
train/29659,0,0,29659,train
train/49236,0,0,49236,train
train/1214,0,0,1214,train
train/47332,0,0,47332,train
train/11100,0,0,11100,train
train/41432,0,0,41432,train
train/10650,0,0,10650,train
train/24072,0,0,24072,train
train/35553,0,0,35553,train
train/48852,0,0,48852,train
train/4282,0,0,4282,train
train/20902,0,0,20902,train
train/49711,0,0,49711,train
train/25797,0,0,25797,train
train/3607,0,0,3607,train
train/47617,0,0,47617,train
train/18893,0,0,18893,train
train/18847,0,0,18847,train
train/24583,0,0,24583,train
train/11958,0,0,11958,train
train/21440,0,0,21440,train
train/26607,0,0,26607,train
train/6503,0,0,6503,train
train/37432,0,0,37432,train
train/27431,0,0,27431,train
train/14592,0,0,14592,train
train/34828,0,0,34828,train
train/4906,0,0,4906,train
train/15581,0,0,15581,train
train/468,0,0,468,train
train/40644,0,0,40644,train
train/36356,0,0,36356,train
train/48748,0,0,48748,train
train/4192,0,0,4192,train
train/25004,0,0,25004,train
train/4322,0,0,4322,train
train/21533,0,0,21533,train
train/598,0,0,598,train
train/36389,0,0,36389,train
train/32874,0,0,32874,train
train/22881,0,0,22881,train
train/2714,0,0,2714,train
train/9874,0,0,9874,train
train/28650,0,0,28650,train
train/24792,0,0,24792,train
train/47317,0,0,47317,train
train/13334,0,0,13334,train
train/25514,0,0,25514,train
train/22688,0,0,22688,train
train/20751,0,0,20751,train
train/8249,0,0,8249,train
train/18694,0,0,18694,train
train/27323,0,0,27323,train
train/32378,0,0,32378,train
train/8810,0,0,8810,train
train/16541,0,0,16541,train
train/8971,0,0,8971,train
train/46802,0,0,46802,train
train/1977,0,0,1977,train
train/41179,0,0,41179,train
train/3713,0,0,3713,train
train/42069,0,0,42069,train
train/48013,0,0,48013,train
train/18505,0,0,18505,train
train/41124,0,0,41124,train
train/4498,0,0,4498,train
train/49164,0,0,49164,train
train/24488,0,0,24488,train
train/902,0,0,902,train
train/23254,0,0,23254,train
train/31715,0,0,31715,train
train/3951,0,0,3951,train
train/19409,0,0,19409,train
train/16920,0,0,16920,train
train/24700,0,0,24700,train
train/45982,0,0,45982,train
train/17140,0,0,17140,train
train/20127,0,0,20127,train
train/9666,0,0,9666,train
train/36909,0,0,36909,train
train/21087,0,0,21087,train
train/47324,0,0,47324,train
train/41121,0,0,41121,train
train/47468,0,0,47468,train
train/18697,0,0,18697,train
train/199,0,0,199,train
train/26184,0,0,26184,train
train/16567,0,0,16567,train
train/18849,0,0,18849,train
train/44454,0,0,44454,train
train/23106,0,0,23106,train
train/42867,0,0,42867,train
train/26546,0,0,26546,train
train/7782,0,0,7782,train
train/3582,0,0,3582,train
train/44741,0,0,44741,train
train/44778,0,0,44778,train
train/7772,0,0,7772,train
train/5640,0,0,5640,train
train/12960,0,0,12960,train
train/4061,0,0,4061,train
train/19317,0,0,19317,train
train/24690,0,0,24690,train
train/19988,0,0,19988,train
train/29378,0,0,29378,train
train/45259,0,0,45259,train
train/34313,0,0,34313,train
train/20169,0,0,20169,train
train/4597,0,0,4597,train
train/1684,0,0,1684,train
train/39815,0,0,39815,train
train/22967,0,0,22967,train
train/33453,0,0,33453,train
train/14365,0,0,14365,train
train/10674,0,0,10674,train
train/21439,0,0,21439,train
train/33638,0,0,33638,train
train/27026,0,0,27026,train
train/10548,0,0,10548,train
train/36148,0,0,36148,train
train/16952,0,0,16952,train
train/15352,0,0,15352,train
train/650,0,0,650,train
train/3443,0,0,3443,train
train/41929,0,0,41929,train
train/11107,0,0,11107,train
train/11229,0,0,11229,train
train/46041,0,0,46041,train
train/35201,0,0,35201,train
train/17965,0,0,17965,train
train/24685,0,0,24685,train
train/32363,0,0,32363,train
train/12252,0,0,12252,train
train/44653,0,0,44653,train
train/27832,0,0,27832,train
train/19945,0,0,19945,train
train/2707,0,0,2707,train
train/46897,0,0,46897,train
train/14949,0,0,14949,train
train/7655,0,0,7655,train
train/38748,0,0,38748,train
train/19116,0,0,19116,train
train/26918,0,0,26918,train
train/3964,0,0,3964,train
train/1878,0,0,1878,train
train/20537,0,0,20537,train
train/38307,0,0,38307,train
train/46148,0,0,46148,train
train/19634,0,0,19634,train
train/46394,0,0,46394,train
train/33919,0,0,33919,train
train/12078,0,0,12078,train
train/16838,0,0,16838,train
train/25571,0,0,25571,train
train/41300,0,0,41300,train
train/43220,0,0,43220,train
train/5426,0,0,5426,train
train/45064,0,0,45064,train
train/22684,0,0,22684,train
train/35835,0,0,35835,train
train/41851,0,0,41851,train
train/30830,0,0,30830,train
train/6062,0,0,6062,train
train/8410,0,0,8410,train
train/11238,0,0,11238,train
train/27231,0,0,27231,train
train/19814,0,0,19814,train
train/35354,0,0,35354,train
train/4368,0,0,4368,train
train/16103,0,0,16103,train
train/4163,0,0,4163,train
train/38900,0,0,38900,train
train/1130,0,0,1130,train
train/3979,0,0,3979,train
train/33905,0,0,33905,train
train/4722,0,0,4722,train
train/21413,0,0,21413,train
train/40018,0,0,40018,train
train/29917,0,0,29917,train
train/23629,0,0,23629,train
train/33831,0,0,33831,train
train/31506,0,0,31506,train
train/5484,0,0,5484,train
train/49340,0,0,49340,train
train/34787,0,0,34787,train
train/9236,0,0,9236,train
train/36491,0,0,36491,train
train/6075,0,0,6075,train
train/41055,0,0,41055,train
train/32839,0,0,32839,train
train/44721,0,0,44721,train
train/4746,0,0,4746,train
train/29274,0,0,29274,train
train/35758,0,0,35758,train
train/14732,0,0,14732,train
train/9493,0,0,9493,train
train/27537,0,0,27537,train
train/46873,0,0,46873,train
train/14856,0,0,14856,train
train/16785,0,0,16785,train
train/47677,0,0,47677,train
train/22167,0,0,22167,train
train/27315,0,0,27315,train
train/20086,0,0,20086,train
train/47140,0,0,47140,train
train/38921,0,0,38921,train
train/39076,0,0,39076,train
train/3564,0,0,3564,train
train/17490,0,0,17490,train
train/25615,0,0,25615,train
train/36615,0,0,36615,train
train/8342,0,0,8342,train
train/17486,0,0,17486,train
train/37532,0,0,37532,train
train/48861,0,0,48861,train
train/36698,0,0,36698,train
train/25178,0,0,25178,train
train/45936,0,0,45936,train
train/42929,0,0,42929,train
train/34417,0,0,34417,train
train/48516,0,0,48516,train
train/13434,0,0,13434,train
train/28653,0,0,28653,train
train/608,0,0,608,train
train/4645,0,0,4645,train
train/47050,0,0,47050,train
train/12133,0,0,12133,train
train/5249,0,0,5249,train
train/44820,0,0,44820,train
train/16196,0,0,16196,train
train/48691,0,0,48691,train
train/38289,0,0,38289,train
train/4563,0,0,4563,train
train/10601,0,0,10601,train
train/30158,0,0,30158,train
train/43475,0,0,43475,train
train/24325,0,0,24325,train
train/10855,0,0,10855,train
train/40294,0,0,40294,train
train/3304,0,0,3304,train
train/7898,0,0,7898,train
train/3815,0,0,3815,train
train/48217,0,0,48217,train
train/48485,0,0,48485,train
train/16160,0,0,16160,train
train/29413,0,0,29413,train
train/35554,0,0,35554,train
train/14434,0,0,14434,train
train/9328,0,0,9328,train
train/11479,0,0,11479,train
train/29844,0,0,29844,train
train/6761,0,0,6761,train
train/21758,0,0,21758,train
train/22159,0,0,22159,train
train/29151,0,0,29151,train
train/33249,0,0,33249,train
train/14450,0,0,14450,train
train/30924,0,0,30924,train
train/27986,0,0,27986,train
train/41975,0,0,41975,train
train/30971,0,0,30971,train
train/13238,0,0,13238,train
train/1816,0,0,1816,train
train/21647,0,0,21647,train
train/15439,0,0,15439,train
train/8098,0,0,8098,train
train/700,0,0,700,train
train/43252,0,0,43252,train
train/46019,0,0,46019,train
train/29729,0,0,29729,train
train/12230,0,0,12230,train
train/38217,0,0,38217,train
train/18803,0,0,18803,train
train/31693,0,0,31693,train
train/5174,0,0,5174,train
train/47253,0,0,47253,train
train/4759,0,0,4759,train
train/436,0,0,436,train
train/39664,0,0,39664,train
train/34746,0,0,34746,train
train/21227,0,0,21227,train
train/44299,0,0,44299,train
train/9510,0,0,9510,train
train/4249,0,0,4249,train
train/29444,0,0,29444,train
train/6563,0,0,6563,train
train/7015,0,0,7015,train
train/38617,0,0,38617,train
train/45956,0,0,45956,train
train/44470,0,0,44470,train
train/6308,0,0,6308,train
train/29153,0,0,29153,train
train/8023,0,0,8023,train
train/16554,0,0,16554,train
train/9751,0,0,9751,train
train/39519,0,0,39519,train
train/5404,0,0,5404,train
train/48324,0,0,48324,train
train/32149,0,0,32149,train
train/22370,0,0,22370,train
train/42435,0,0,42435,train
train/21458,0,0,21458,train
train/9566,0,0,9566,train
train/33117,0,0,33117,train
train/28014,0,0,28014,train
train/46756,0,0,46756,train
train/24355,0,0,24355,train
train/45390,0,0,45390,train
train/17101,0,0,17101,train
train/24163,0,0,24163,train
train/42984,0,0,42984,train
train/17196,0,0,17196,train
train/48958,0,0,48958,train
train/13747,0,0,13747,train
train/10024,0,0,10024,train
train/19065,0,0,19065,train
train/22604,0,0,22604,train
train/24549,0,0,24549,train
train/30295,0,0,30295,train
train/11762,0,0,11762,train
train/1507,0,0,1507,train
train/46324,0,0,46324,train
train/24589,0,0,24589,train
train/39670,0,0,39670,train
train/25187,0,0,25187,train
train/33052,0,0,33052,train
train/26300,0,0,26300,train
train/26124,0,0,26124,train
train/4162,0,0,4162,train
train/20262,0,0,20262,train
train/1097,0,0,1097,train
train/46420,0,0,46420,train
train/11056,0,0,11056,train
train/9512,0,0,9512,train
train/21594,0,0,21594,train
train/23024,0,0,23024,train
train/24179,0,0,24179,train
train/8663,0,0,8663,train
train/49497,0,0,49497,train
train/26488,0,0,26488,train
train/49651,0,0,49651,train
train/16548,0,0,16548,train
train/1935,0,0,1935,train
train/713,0,0,713,train
train/37558,0,0,37558,train
train/5346,0,0,5346,train
train/38913,0,0,38913,train
train/21054,0,0,21054,train
train/49091,0,0,49091,train
train/23732,0,0,23732,train
train/43989,0,0,43989,train
train/42110,0,0,42110,train
train/32708,0,0,32708,train
train/29641,0,0,29641,train
train/37673,0,0,37673,train
train/33153,0,0,33153,train
train/1887,0,0,1887,train
train/43996,0,0,43996,train
train/43525,0,0,43525,train
train/8086,0,0,8086,train
train/32247,0,0,32247,train
train/29380,0,0,29380,train
train/32460,0,0,32460,train
train/38083,0,0,38083,train
train/25420,0,0,25420,train
train/38466,0,0,38466,train
train/33414,0,0,33414,train
train/28750,0,0,28750,train
train/22769,0,0,22769,train
train/37377,0,0,37377,train
train/45621,0,0,45621,train
train/43277,0,0,43277,train
train/4571,0,0,4571,train
train/30667,0,0,30667,train
train/18298,0,0,18298,train
train/49490,0,0,49490,train
train/24111,0,0,24111,train
train/43479,0,0,43479,train
train/8558,0,0,8558,train
train/24387,0,0,24387,train
train/44967,0,0,44967,train
train/15153,0,0,15153,train
train/48430,0,0,48430,train
train/40012,0,0,40012,train
train/8857,0,0,8857,train
train/6711,0,0,6711,train
train/40956,0,0,40956,train
train/42010,0,0,42010,train
train/9221,0,0,9221,train
train/30521,0,0,30521,train
train/12375,0,0,12375,train
train/15309,0,0,15309,train
train/29803,0,0,29803,train
train/10607,0,0,10607,train
train/17764,0,0,17764,train
train/13668,0,0,13668,train
train/7970,0,0,7970,train
train/17514,0,0,17514,train
train/29104,0,0,29104,train
train/13090,0,0,13090,train
train/42073,0,0,42073,train
train/16113,0,0,16113,train
train/40287,0,0,40287,train
train/39480,0,0,39480,train
train/44001,0,0,44001,train
train/35132,0,0,35132,train
train/1188,0,0,1188,train
train/30904,0,0,30904,train
train/31757,0,0,31757,train
train/5194,0,0,5194,train
train/17866,0,0,17866,train
train/24859,0,0,24859,train
train/938,0,0,938,train
train/44045,0,0,44045,train
train/21777,0,0,21777,train
train/44806,0,0,44806,train
train/48520,0,0,48520,train
train/27137,0,0,27137,train
train/46992,0,0,46992,train
train/49174,0,0,49174,train
train/43875,0,0,43875,train
train/45113,0,0,45113,train
train/8806,0,0,8806,train
train/12499,0,0,12499,train
train/14137,0,0,14137,train
train/24721,0,0,24721,train
train/31658,0,0,31658,train
train/27552,0,0,27552,train
train/11879,0,0,11879,train
train/21997,0,0,21997,train
train/20471,0,0,20471,train
train/24113,0,0,24113,train
train/9069,0,0,9069,train
train/33589,0,0,33589,train
train/34766,0,0,34766,train
train/22608,0,0,22608,train
train/24793,0,0,24793,train
train/49628,0,0,49628,train
train/45264,0,0,45264,train
train/21386,0,0,21386,train
train/43777,0,0,43777,train
