image_id,true_label,pred_label,correct,confidence,entropy
84,2,2,True,0.9999004602432251,0.0010618699016049504
85,5,7,False,0.5255506634712219,0.693769097328186
86,2,2,True,0.8907175064086914,0.35381096601486206
87,7,7,True,0.9978125095367432,0.017291927710175514
88,8,8,True,1.0,1.358852808053257e-09
89,9,9,True,1.0,4.323482727386363e-08
90,0,0,True,0.9999995231628418,7.013684808043763e-06
91,3,3,True,0.9999631643295288,0.00042264966759830713
92,8,8,True,1.0,9.318011458793137e-16
93,6,6,True,1.0,5.098051474305976e-07
94,4,4,True,0.9999393224716187,0.000649627298116684
95,6,3,False,0.9996731281280518,0.002964005107060075
96,6,6,True,0.5254995822906494,0.6918667554855347
97,0,0,True,0.5696656703948975,0.6918505430221558
98,0,0,True,0.9999998807907104,1.960396502909134e-06
99,7,7,True,0.9999691247940063,0.00035925809061154723
100,4,4,True,0.9703953862190247,0.13369110226631165
101,5,5,True,0.9802175760269165,0.11470518261194229
102,6,6,True,1.0,2.6018218690637696e-09
103,3,3,True,0.9997590184211731,0.0022490776609629393
104,1,1,True,1.0,1.156210700500689e-19
105,1,1,True,1.0,1.168271451801317e-10
106,3,3,True,0.9999746084213257,0.00029987216112203896
107,6,6,True,1.0,5.645182099556223e-09
108,8,8,True,1.0,6.478779823737568e-08
109,7,7,True,0.9929794669151306,0.04435036703944206
110,4,4,True,0.9999997615814209,4.022333996545058e-06
111,0,0,True,0.9999996423721313,5.479667379404418e-06
112,6,2,False,0.6561164259910583,0.6738370656967163
113,2,2,True,0.9999998807907104,2.0786485492862994e-06
114,1,1,True,1.0,3.900115075339272e-07
115,3,3,True,0.9999995231628418,8.148377673933282e-06
116,0,0,True,0.9999430179595947,0.0006144955405034125
117,4,4,True,0.999997615814209,3.321284748381004e-05
118,2,2,True,0.7009502053260803,0.7520977258682251
119,7,2,False,0.8731328248977661,0.5227764844894409
120,8,8,True,1.0,8.726195943609127e-08
121,3,3,True,0.9899683594703674,0.06400072574615479
122,1,1,True,1.0,1.0289450402822808e-09
123,2,2,True,1.0,6.711102229495225e-10
124,8,8,True,0.9999971389770508,4.0718532545724884e-05
125,0,8,False,0.997794508934021,0.017353184521198273
126,8,8,True,0.999998927116394,1.693846206762828e-05
127,3,3,True,0.9997889399528503,0.002218581736087799
128,5,3,False,0.604714572429657,0.9478928446769714
129,2,2,True,1.0,5.125067303879405e-08
130,4,4,True,0.9601150751113892,0.16766154766082764
131,1,1,True,1.0,4.059407881258072e-18
132,8,8,True,1.0,6.6504646234477605e-09
133,9,9,True,1.0,4.276699827610031e-10
134,1,1,True,0.9999994039535522,1.0474369446455967e-05
135,2,2,True,0.9999967813491821,4.630528201232664e-05
136,9,9,True,1.0,8.076735946715985e-10
137,7,7,True,0.9997401833534241,0.0024515490513294935
138,2,2,True,0.9999784231185913,0.0002635899872984737
139,9,8,False,0.649530291557312,0.6594465970993042
140,6,6,True,0.9975976347923279,0.016889482736587524
141,5,5,True,1.0,1.573203256555189e-08
142,6,6,True,1.0,9.787110855086212e-08
143,3,3,True,0.8577563166618347,0.40959858894348145
144,8,8,True,1.0,5.387596857531207e-08
145,7,4,False,0.773125946521759,0.7194716334342957
146,6,6,True,1.0,3.3494575291115325e-07
147,2,5,False,0.8434756994247437,0.44017571210861206
148,5,5,True,0.9999501705169678,0.0005736579769290984
149,2,2,True,0.9999948740005493,7.186519360402599e-05
150,8,8,True,0.999991774559021,0.00011073177302023396
151,9,9,True,0.9955469369888306,0.030346808955073357
152,6,6,True,0.9431341886520386,0.2332766056060791
153,0,0,True,1.0,2.4623130912004854e-07
154,0,0,True,0.9991583824157715,0.007464272901415825
155,5,5,True,0.9999303817749023,0.0007364614866673946
156,2,2,True,0.9915220737457275,0.04890235513448715
157,9,9,True,1.0,6.726903478693202e-10
158,5,3,False,0.9560536742210388,0.18195489048957825
159,4,4,True,1.0,1.1860880387657563e-14
160,2,2,True,0.9997506737709045,0.0023778541944921017
161,1,1,True,1.0,2.2702391078155415e-08
162,6,3,False,0.9999502897262573,0.0005735278828069568
163,6,6,True,0.9999998807907104,1.9888968836312415e-06
164,8,8,True,0.9950447082519531,0.03158155083656311
165,4,4,True,0.9208287596702576,0.2884696125984192
166,8,8,True,1.0,8.097639465631801e-07
167,4,4,True,0.9999110698699951,0.0009781598346307874
168,5,5,True,1.0,6.415466491382915e-10
169,0,0,True,0.9678667783737183,0.14619454741477966
170,9,9,True,1.0,6.189523893418425e-10
171,9,6,False,0.926533579826355,0.2651175558567047
172,9,9,True,0.9999998807907104,2.10671964850917e-06
173,8,8,True,0.9984819293022156,0.011387990787625313
174,9,9,True,1.0,3.336828910960321e-07
175,9,9,True,1.0,3.196059953150532e-12
176,3,3,True,0.9999475479125977,0.0005932353669777513
177,7,7,True,0.999997615814209,3.415789979044348e-05
178,5,5,True,0.9430505037307739,0.2185090035200119
179,0,0,True,1.0,3.7893565263402706e-07
180,0,0,True,0.959482729434967,0.16959799826145172
181,5,5,True,1.0,4.33115694420394e-08
182,2,2,True,1.0,1.388905102039928e-10
183,2,2,True,0.9995885491371155,0.003949057776480913
184,3,3,True,0.9999855756759644,0.00017720727191772312
185,8,8,True,1.0,1.214152245410105e-08
186,6,6,True,0.9999904632568359,0.00011973875371040776
187,3,3,True,0.9999995231628418,8.317846550198738e-06
188,4,3,False,0.6530320644378662,0.7247928380966187
189,0,8,False,0.9829907417297363,0.10596753656864166
190,5,5,True,0.9975454211235046,0.01720403879880905
191,8,8,True,0.9999997615814209,3.5678117455972824e-06
192,0,0,True,0.8790841102600098,0.373020201921463
193,1,1,True,0.9999997615814209,4.977918251825031e-06
194,7,7,True,0.9970080256462097,0.020379042252898216
195,2,2,True,0.9336641430854797,0.2502094805240631
196,8,8,True,0.9999996423721313,6.293068054219475e-06
197,8,8,True,0.9999220371246338,0.0009277188219130039
198,7,3,False,0.6594868302345276,0.8761931657791138
199,8,8,True,1.0,2.788068664827392e-10
200,5,5,True,0.9949744939804077,0.031614430248737335
201,1,1,True,0.9999997615814209,4.167914994468447e-06
202,8,8,True,1.0,5.01927804874569e-11
203,7,7,True,0.9999992847442627,1.0760283657873515e-05
204,1,1,True,1.0,1.2727793645417318e-11
205,3,3,True,0.9999977350234985,3.133916834485717e-05
206,0,0,True,0.9994039535522461,0.0053843106143176556
207,5,5,True,1.0,1.8730224038421284e-09
208,7,7,True,1.0,3.403296253753213e-13
209,9,9,True,1.0,2.7945361580350436e-07
210,7,4,False,0.9991897940635681,0.0072441427037119865
211,4,4,True,0.9927762746810913,0.04490726441144943
212,5,5,True,0.9999966621398926,4.579461892717518e-05
213,9,9,True,0.5177041888237,0.6965379118919373
214,8,8,True,0.9993495345115662,0.005577034782618284
215,0,0,True,0.9922786951065063,0.0452810637652874
216,7,7,True,0.9999986886978149,2.0079471141798422e-05
217,9,9,True,1.0,5.05558602981182e-07
218,8,8,True,1.0,4.88106422835699e-07
219,2,2,True,1.0,1.8105210131125204e-07
220,7,5,False,0.9827802181243896,0.08711031079292297
221,6,5,False,0.755404531955719,0.6640646457672119
222,9,9,True,1.0,6.319423873080154e-10
223,4,4,True,0.966669499874115,0.178925558924675
224,3,3,True,0.9671963453292847,0.1446492224931717
225,9,9,True,0.9996708631515503,0.002969189314171672
226,6,0,False,0.7179177403450012,0.9001440405845642
227,4,4,True,1.0,1.094306676524548e-11
228,7,3,False,0.84914231300354,0.4278436005115509
229,6,2,False,0.575208306312561,0.7197148203849792
230,5,5,True,1.0,8.415345753576275e-09
231,1,1,True,1.0,8.018902208917211e-11
232,5,5,True,0.9833389520645142,0.08576808124780655
233,8,8,True,0.9999788999557495,0.00024951467639766634
234,8,8,True,0.9999997615814209,4.467755388759542e-06
235,0,0,True,1.0,8.296270571570008e-13
236,4,4,True,1.0,1.9763669811823092e-08
237,0,2,False,0.9290500283241272,0.34615471959114075
238,5,5,True,0.999147891998291,0.006876306142657995
239,5,5,True,0.9999982118606567,2.520341513445601e-05
240,1,1,True,1.0,1.9618825814875493e-20
241,1,1,True,1.0,1.5948228293538591e-09
242,8,1,False,0.5459030866622925,0.6893064975738525
243,9,9,True,0.999994158744812,7.607175939483568e-05
244,0,0,True,1.0,3.720765562320594e-08
245,3,3,True,0.9999899864196777,0.00013685898738913238
246,1,1,True,1.0,2.954373967689605e-10
247,9,8,False,0.9453911781311035,0.21299535036087036
248,2,2,True,0.999995231628418,6.724081322317943e-05
249,2,2,True,0.8776768445968628,0.375755250453949
250,5,5,True,1.0,1.7407789099088689e-10
251,3,3,True,0.9998674392700195,0.001407552044838667
252,9,9,True,1.0,2.82038802035256e-12
253,9,9,True,0.9999945163726807,7.273138908203691e-05
254,4,4,True,0.9981922507286072,0.013656631112098694
255,0,0,True,0.9994111061096191,0.005649968516081572
256,3,3,True,1.0,1.6328421281741612e-07
257,0,0,True,1.0,5.318610263316259e-08
258,0,0,True,0.9960187077522278,0.026876352727413177
259,9,9,True,0.9491694569587708,0.20125865936279297
260,8,8,True,1.0,2.0830191738152593e-11
261,1,1,True,1.0,3.818803406829829e-08
262,5,5,True,0.9989033937454224,0.0085773766040802
263,7,3,False,0.9532986879348755,0.1887752115726471
264,0,8,False,0.8667460083961487,0.3929593563079834
265,8,8,True,0.9905992150306702,0.05458565801382065
266,2,2,True,0.9991925358772278,0.00706185307353735
267,4,4,True,1.0,1.1643770149449839e-11
268,7,7,True,1.0,3.717927007929056e-11
269,0,0,True,0.9998082518577576,0.0019685649313032627
270,2,2,True,0.9981309771537781,0.013624897226691246
271,3,3,True,0.9954889416694641,0.02886999398469925
272,6,6,True,1.0,1.0643613990168888e-08
273,3,3,True,0.9684863090515137,0.14454707503318787
274,8,8,True,1.0,6.1666201658927555e-12
275,5,3,False,0.7938864231109619,0.5101177096366882
276,0,0,True,0.9999938011169434,8.142772276187316e-05
277,3,5,False,0.9976099729537964,0.018465444445610046
278,4,4,True,0.9996572732925415,0.0033113742247223854
279,3,3,True,0.9999730587005615,0.00033690466079860926
280,9,9,True,1.0,3.5334637438211303e-09
281,0,8,False,0.6226752400398254,0.9331049919128418
282,6,6,True,0.9999994039535522,9.638624760555103e-06
283,1,1,True,1.0,2.7467226410005097e-11
284,0,0,True,0.9947407841682434,0.0385744571685791
285,9,9,True,1.0,1.2899606383065532e-10
286,1,1,True,1.0,9.497165365246474e-07
287,0,8,False,0.6744658350944519,0.6401776671409607
288,7,7,True,0.9999938011169434,8.185188926290721e-05
289,9,9,True,0.9999433755874634,0.0006569957477040589
290,1,1,True,1.0,1.1152240155659632e-12
291,2,2,True,1.0,2.372162413166734e-07
292,6,6,True,0.9999996423721313,4.898000042885542e-06
293,9,1,False,0.9366458654403687,0.23619213700294495
294,3,3,True,0.9998599290847778,0.001382523332722485
295,4,4,True,0.989767849445343,0.05706552416086197
296,6,6,True,1.0,5.272057790328688e-10
297,0,0,True,0.9999023675918579,0.0010657479288056493
298,0,0,True,0.9977995753288269,0.015692174434661865
299,6,6,True,0.9999977350234985,3.22561536449939e-05
300,6,6,True,0.9999970197677612,4.1293682443210855e-05
301,6,6,True,1.0,2.4002197562822403e-08
302,3,5,False,0.9961146116256714,0.026161758229136467
303,2,2,True,0.9999879598617554,0.00014895162894390523
304,6,6,True,0.9209231734275818,0.2774518132209778
305,1,1,True,0.9999115467071533,0.0009874383686110377
306,8,8,True,0.9999908208847046,0.00012383646389935166
307,2,2,True,0.9999823570251465,0.00022795297263655812
308,1,1,True,0.9693728089332581,0.13691559433937073
309,6,2,False,0.7907499670982361,0.6458523869514465
310,8,8,True,0.9999971389770508,4.1439951019128785e-05
311,6,6,True,1.0,7.691489112282568e-11
312,8,8,True,0.7783302068710327,0.5300413966178894
313,0,2,False,0.7870498299598694,0.5242138504981995
314,4,4,True,0.9998589754104614,0.0015159988543018699
315,0,0,True,0.9880692362785339,0.06470808386802673
316,7,7,True,0.9999833106994629,0.00020255427807569504
317,7,7,True,0.9995808005332947,0.0036798983346670866
318,5,5,True,0.9997501969337463,0.00240013818256557
319,5,5,True,0.9999998807907104,1.6608405530860182e-06
320,3,3,True,0.9974014759063721,0.018080316483974457
321,5,5,True,0.9989700317382812,0.008218747563660145
322,2,2,True,0.9999990463256836,1.4780178389628418e-05
323,3,3,True,0.9972975850105286,0.018839655444025993
324,4,4,True,0.7904976010322571,0.5186496376991272
325,1,1,True,1.0,5.883496783098963e-07
326,7,7,True,0.9999927282333374,9.355395013699308e-05
327,5,5,True,0.9999899864196777,0.0001249220804311335
328,4,4,True,0.9999316930770874,0.0007261152495630085
329,6,6,True,0.999906063079834,0.0009695857879705727
330,1,1,True,1.0,2.218218853045073e-08
331,9,9,True,0.9972584247589111,0.019155776128172874
332,3,3,True,0.9067158102989197,0.3155157268047333
333,6,6,True,1.0,1.7202886793028782e-13
334,6,6,True,1.0,9.306286408161668e-09
335,9,9,True,0.9987819790840149,0.009391890838742256
336,3,3,True,1.0,1.04561255487301e-11
337,8,8,True,0.9999990463256836,1.671472091402393e-05
338,0,0,True,0.9974072575569153,0.018083184957504272
339,7,7,True,0.9022508859634399,0.3238048553466797
340,2,2,True,0.9969225525856018,0.02353198267519474
341,6,6,True,0.9997103810310364,0.003001314587891102
342,2,0,False,0.9640098214149475,0.15581606328487396
343,5,5,True,1.0,5.996681124997849e-07
344,8,8,True,0.9999778270721436,0.00026020294171757996
345,5,5,True,0.9996693134307861,0.0029809775296598673
346,4,4,True,0.9999426603317261,0.0006214853492565453
347,6,6,True,1.0,4.4135524035482376e-07
348,8,8,True,0.9999728202819824,0.0003129232791252434
349,9,9,True,1.0,2.7255022891359282e-11
350,9,9,True,1.0,3.997541186961939e-11
351,1,1,True,0.9999998807907104,2.8805259262298932e-06
352,0,8,False,0.9998449087142944,0.0015183431096374989
353,2,2,True,1.0,1.5017194243682752e-07
354,2,2,True,0.9764934778213501,0.11311657726764679
355,7,4,False,0.9996469020843506,0.0035616555251181126
356,3,5,False,0.9390931129455566,0.3031434714794159
357,2,2,True,0.983700692653656,0.09550665318965912
358,8,8,True,0.9999985694885254,2.14246229006676e-05
359,0,0,True,1.0,3.4940761395318987e-08
360,9,9,True,1.0,1.1747649963922413e-08
361,5,5,True,1.0,1.0632623670403518e-09
362,8,8,True,1.0,2.1274926265135718e-10
363,1,1,True,0.999916672706604,0.0008898787782527506
364,9,9,True,1.0,1.0569267772098101e-07
365,4,4,True,0.9999995231628418,7.757705134281423e-06
366,1,1,True,0.9999938011169434,8.085018635028973e-05
367,3,8,False,0.8288079500198364,0.57548588514328
368,8,8,True,0.998982846736908,0.008516024798154831
369,1,1,True,0.9999998807907104,1.7757736259227386e-06
370,4,2,False,0.5230569243431091,0.8583155274391174
371,7,7,True,0.9999990463256836,1.4855499102850445e-05
372,9,9,True,0.9999791383743286,0.00025359648861922324
373,4,4,True,0.9065442085266113,0.3553142845630646
374,2,2,True,1.0,5.09301855800004e-07
375,7,7,True,0.9951626062393188,0.030628064647316933
376,0,3,False,0.9324319362640381,0.27223142981529236
377,7,7,True,0.9999456405639648,0.0006099095335230231
378,0,8,False,0.9961659908294678,0.027296248823404312
379,6,6,True,1.0,3.1156972113421944e-08
380,6,6,True,1.0,2.9493196507246466e-07
381,9,9,True,0.9974678754806519,0.017681777477264404
382,0,0,True,0.9999998807907104,1.1444731171650346e-06
383,9,9,True,0.47522538900375366,1.0212739706039429
384,2,5,False,0.9913504123687744,0.04969978705048561
385,8,8,True,0.9999990463256836,1.3639654753205832e-05
386,7,7,True,0.9999996423721313,6.373325049935374e-06
387,2,2,True,0.9949603080749512,0.03175231069326401
388,2,2,True,0.9990687966346741,0.007430391851812601
389,5,5,True,0.9999942779541016,7.525696128141135e-05
390,1,1,True,1.0,4.515532912863218e-13
391,2,2,True,1.0,1.4433381601008932e-08
392,6,6,True,1.0,2.477001999068307e-07
393,2,2,True,0.9993988275527954,0.005085798911750317
394,9,9,True,0.9982402324676514,0.013191298581659794
395,6,6,True,1.0,3.0623830138409858e-09
396,2,2,True,0.9999996423721313,5.9194417190155946e-06
397,3,3,True,0.9999997615814209,4.819500190933468e-06
398,0,0,True,0.9952242374420166,0.03663065657019615
399,3,3,True,0.9999998807907104,2.335693352506496e-06
400,9,9,True,0.9992743134498596,0.0060943602584302425
401,8,8,True,0.9990642666816711,0.007461130619049072
402,7,7,True,0.9996594190597534,0.0032927519641816616
403,8,8,True,0.9999806880950928,0.00023250567028298974
404,8,8,True,1.0,3.4499316825531423e-07
405,4,4,True,0.9319338798522949,0.29113247990608215
406,0,0,True,1.0,2.7271124736216734e-07
407,1,1,True,0.9999586343765259,0.00045992297236807644
408,8,8,True,1.0,6.908548844108964e-09
409,2,2,True,0.9999783039093018,0.0002700790064409375
410,7,7,True,0.9995299577713013,0.004088808316737413
411,9,8,False,0.7473291754722595,0.5733107328414917
412,3,3,True,0.9987340569496155,0.010794240981340408
413,6,6,True,0.9997401833534241,0.002404855564236641
414,1,1,True,1.0,3.972961053477775e-07
415,9,9,True,1.0,3.067943011741031e-16
416,0,0,True,0.7884290814399719,0.5584219098091125
417,7,7,True,0.919988214969635,0.30624544620513916
418,3,3,True,0.9920725226402283,0.04667682200670242
419,7,7,True,0.9721243977546692,0.12728817760944366
420,4,4,True,0.9994511008262634,0.004689227323979139
421,5,5,True,0.9997648596763611,0.002200067974627018
422,0,0,True,0.8640596270561218,0.3975251317024231
423,0,0,True,0.9979669451713562,0.016814878210425377
424,2,2,True,1.0,1.518623236052008e-07
425,9,9,True,1.0,6.443399769295866e-08
426,3,6,False,0.7227109670639038,0.5976094603538513
427,4,3,False,0.599568784236908,0.9121355414390564
428,0,8,False,0.786293625831604,0.6857961416244507
429,6,6,True,0.999993085861206,9.133756248047575e-05
430,2,2,True,0.9956772923469543,0.0298564825206995
431,5,5,True,0.9999974966049194,3.471706077107228e-05
432,3,3,True,0.9943004846572876,0.03513516113162041
433,7,0,False,0.5472415089607239,0.9726123809814453
434,3,3,True,0.9999207258224487,0.0008909229654818773
435,7,7,True,1.0,6.184092882222103e-08
436,2,2,True,0.5301939845085144,0.7582535147666931
437,5,5,True,0.9999911785125732,0.0001119209046009928
438,3,3,True,0.9994657635688782,0.00455964170396328
439,1,1,True,0.9992871880531311,0.005877915769815445
440,1,1,True,1.0,1.193808506910754e-11
441,4,7,False,0.9247782230377197,0.35183459520339966
442,9,9,True,1.0,1.1236083474774373e-14
443,9,9,True,0.9999997615814209,4.4630000957113225e-06
444,5,5,True,0.9999662637710571,0.00038264624890871346
445,7,7,True,0.9982140064239502,0.013625498861074448
446,5,5,True,0.9999978542327881,3.1577947083860636e-05
447,0,0,True,0.9998438358306885,0.0015301326056942344
448,2,2,True,0.9997616410255432,0.002429380314424634
449,2,0,False,0.9853146076202393,0.07694046199321747
450,2,2,True,0.999616265296936,0.0038093687035143375
451,9,9,True,0.9999791383743286,0.0002620970190037042
452,7,7,True,0.9997454285621643,0.002468794584274292
453,3,3,True,0.9990617632865906,0.00829335581511259
454,9,9,True,1.0,1.3691111355740304e-08
455,4,4,True,0.9988473653793335,0.008950390852987766
456,3,4,False,0.9988021850585938,0.009493821300566196
457,5,5,True,0.9999305009841919,0.0007499839412048459
458,4,4,True,0.9849938154220581,0.08278953284025192
459,6,2,False,0.8660005927085876,0.3970873951911926
460,5,5,True,1.0,1.1557198253964174e-10
461,6,6,True,0.9998867511749268,0.0012128957314416766
462,1,1,True,0.9998840093612671,0.0011835453333333135
463,4,4,True,0.9021178483963013,0.37840187549591064
464,3,3,True,0.9814498424530029,0.10763709247112274
465,4,4,True,0.9998600482940674,0.0014245370402932167
466,4,4,True,0.9999998807907104,2.0279528598621255e-06
467,3,3,True,1.0,6.415009323745835e-08
468,7,5,False,0.837314784526825,0.5503023266792297
469,8,8,True,0.9992128610610962,0.007449174765497446
470,3,4,False,0.8908595442771912,0.35612356662750244
471,7,7,True,0.9995253086090088,0.004433051683008671
472,8,8,True,1.0,4.1325799661658114e-13
473,0,0,True,0.9999468326568604,0.0005783489323221147
474,5,5,True,0.5716519951820374,0.8059334754943848
475,7,7,True,0.9999842643737793,0.0001963716058526188
476,6,5,False,0.7993524074554443,0.5018458366394043
477,0,0,True,0.9120858907699585,0.363672137260437
478,5,5,True,0.9972763657569885,0.018836090341210365
479,4,4,True,0.999981164932251,0.00022419850574806333
480,8,8,True,0.9744465351104736,0.11899776011705399
481,6,6,True,1.0,8.066170995024713e-12
482,8,8,True,1.0,4.853810131599801e-10
483,5,3,False,0.9039629697799683,0.3284808397293091
484,5,5,True,1.0,7.8094135325113e-11
485,9,9,True,0.7331721782684326,0.5809569954872131
486,9,9,True,1.0,3.5981488899494707e-09
487,9,9,True,1.0,2.6958275022026523e-12
488,5,5,True,0.7636268138885498,0.5664423108100891
489,0,0,True,0.9999984502792358,2.3692442482570186e-05
490,1,1,True,1.0,5.231814406955249e-16
491,0,0,True,0.9999659061431885,0.00040236866334453225
492,8,8,True,1.0,5.649550161024308e-09
493,1,1,True,1.0,5.157336886441044e-07
494,1,1,True,1.0,7.940740756997092e-15
495,8,8,True,1.0,3.0479330170862795e-10
496,0,0,True,0.9962146878242493,0.024913303554058075
497,2,5,False,0.6022870540618896,0.6720784306526184
498,2,2,True,1.0,3.347133237241451e-09
499,0,0,True,0.9999371767044067,0.0006725385901518166
500,4,4,True,0.9999994039535522,1.089132911147317e-05
501,6,6,True,0.9494411945343018,0.22511601448059082
502,5,5,True,0.9999692440032959,0.0003506190259940922
503,4,4,True,0.9989602565765381,0.008320351131260395
504,9,9,True,1.0,5.488288934429875e-07
505,4,4,True,0.9999997615814209,4.142032594245393e-06
506,7,7,True,0.9999805688858032,0.00024352071341127157
507,9,9,True,1.0,8.505285364890369e-11
508,9,0,False,0.6187400817871094,0.7593299746513367
509,4,4,True,1.0,1.1441093192843255e-06
510,5,5,True,1.0,2.8256144982401893e-14
511,6,6,True,0.9999936819076538,8.608757343608886e-05
512,6,6,True,1.0,1.0442538211918873e-07
513,1,1,True,0.9999990463256836,1.3634979040944017e-05
514,5,5,True,0.9999287128448486,0.0007523266249336302
515,3,3,True,0.9999886751174927,0.00013994623441249132
516,8,8,True,1.0,9.551557322851068e-10
517,9,9,True,0.9999996423721313,6.528272024297621e-06
518,5,5,True,0.9056552052497864,0.3158961236476898
519,8,8,True,0.9992799162864685,0.006060846149921417
520,5,5,True,0.999583899974823,0.0037006044294685125
521,7,7,True,1.0,1.0084072954441581e-07
522,0,0,True,1.0,8.678152312313614e-07
523,7,7,True,0.9999990463256836,1.5214574887068011e-05
524,0,0,True,1.0,1.0956707541254218e-07
525,5,5,True,0.9999984502792358,2.2374750187736936e-05
526,0,0,True,0.816415548324585,0.5341656804084778
527,0,0,True,0.9997710585594177,0.002148410538211465
528,4,4,True,0.9999401569366455,0.0006584663060493767
529,6,6,True,1.0,2.852187930280081e-10
530,9,9,True,1.0,6.83737177986643e-10
531,0,3,False,0.9963988065719604,0.026453109458088875
532,9,9,True,0.8213334679603577,0.4694048762321472
533,5,5,True,1.0,4.634270212022784e-08
534,6,6,True,1.0,7.843487992431619e-07
535,6,6,True,1.0,1.0889377932699063e-07
536,6,6,True,1.0,7.018077525372535e-12
537,2,6,False,0.44050097465515137,1.132365107536316
538,9,9,True,0.8862001895904541,0.36659279465675354
539,0,0,True,1.0,7.931843981623388e-08
540,1,1,True,0.9992419481277466,0.006204499397426844
541,7,7,True,0.5297632217407227,0.8851867914199829
542,6,6,True,0.9997331500053406,0.002464774064719677
